,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
458,2023-01-29,Genk,Seraing,4.0,0.0,H,2.0,0.0,H,12.0,6.0,9.0,0.0,7.0,15.0,3.0,4.0,0.0,2.0,0.0,0.0
459,2023-01-29,Waregem,Club Brugge,1.0,2.0,A,1.0,2.0,A,11.0,12.0,4.0,2.0,8.0,17.0,4.0,8.0,2.0,4.0,1.0,0.0
460,2023-01-29,Cercle Brugge,Gent,3.0,2.0,H,0.0,0.0,D,10.0,9.0,6.0,5.0,18.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0
461,2023-01-29,Anderlecht,Antwerp,0.0,0.0,D,0.0,0.0,D,7.0,12.0,0.0,4.0,12.0,10.0,6.0,2.0,4.0,3.0,1.0,1.0
462,2023-01-28,Charleroi,St. Gilloise,0.0,1.0,A,0.0,1.0,A,5.0,9.0,1.0,3.0,17.0,8.0,2.0,8.0,3.0,3.0,0.0,0.0
463,2023-01-28,Kortrijk,Oostende,2.0,2.0,D,1.0,1.0,D,14.0,22.0,3.0,7.0,12.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0
464,2023-01-28,Oud-Heverlee Leuven,St Truiden,1.0,1.0,D,0.0,1.0,A,13.0,8.0,5.0,4.0,7.0,18.0,6.0,3.0,0.0,3.0,0.0,0.0
465,2023-01-28,Westerlo,Mechelen,2.0,0.0,H,1.0,0.0,H,26.0,8.0,8.0,2.0,4.0,10.0,11.0,5.0,1.0,3.0,0.0,1.0
466,2023-01-27,Standard,Eupen,3.0,1.0,H,2.0,1.0,H,13.0,8.0,7.0,3.0,15.0,11.0,8.0,2.0,1.0,2.0,0.0,0.0
467,2023-01-22,St Truiden,Gent,0.0,3.0,A,0.0,2.0,A,5.0,13.0,1.0,4.0,12.0,10.0,1.0,5.0,2.0,0.0,1.0,0.0
468,2023-01-22,Club Brugge,Charleroi,2.0,2.0,D,1.0,2.0,A,12.0,9.0,6.0,3.0,7.0,18.0,2.0,3.0,2.0,4.0,0.0,1.0
469,2023-01-22,Seraing,Anderlecht,0.0,1.0,A,0.0,0.0,D,9.0,14.0,4.0,4.0,17.0,11.0,4.0,6.0,3.0,1.0,0.0,0.0
470,2023-01-22,Antwerp,Standard,4.0,1.0,H,3.0,1.0,H,8.0,10.0,6.0,3.0,20.0,9.0,2.0,2.0,3.0,2.0,0.0,1.0
471,2023-01-21,St. Gilloise,Oud-Heverlee Leuven,1.0,0.0,H,0.0,0.0,D,18.0,11.0,7.0,4.0,7.0,15.0,12.0,5.0,1.0,3.0,0.0,0.0
472,2023-01-21,Mechelen,Kortrijk,3.0,2.0,H,2.0,1.0,H,15.0,8.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,4.0,0.0,0.0
473,2023-01-21,Oostende,Cercle Brugge,1.0,2.0,A,0.0,1.0,A,9.0,10.0,4.0,6.0,11.0,15.0,4.0,6.0,3.0,1.0,0.0,0.0
474,2023-01-21,Waregem,Westerlo,1.0,1.0,D,0.0,1.0,A,11.0,13.0,3.0,5.0,15.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0
475,2023-01-19,St Truiden,Club Brugge,1.0,1.0,D,0.0,1.0,A,8.0,13.0,4.0,4.0,14.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0
476,2023-01-19,Gent,Charleroi,0.0,0.0,D,0.0,0.0,D,11.0,9.0,6.0,3.0,7.0,11.0,9.0,5.0,2.0,4.0,0.0,0.0
477,2023-01-18,Anderlecht,Waregem,2.0,3.0,A,2.0,1.0,H,19.0,11.0,9.0,5.0,9.0,16.0,5.0,2.0,1.0,2.0,0.0,0.0
478,2023-01-18,Kortrijk,Seraing,3.0,2.0,H,2.0,1.0,H,21.0,12.0,7.0,7.0,11.0,12.0,6.0,8.0,1.0,2.0,0.0,1.0
479,2023-01-18,Cercle Brugge,St. Gilloise,1.0,1.0,D,0.0,0.0,D,6.0,15.0,1.0,7.0,15.0,10.0,3.0,6.0,2.0,0.0,0.0,0.0
480,2023-01-18,Oostende,Antwerp,0.0,3.0,A,0.0,2.0,A,16.0,12.0,3.0,6.0,13.0,17.0,6.0,5.0,1.0,0.0,0.0,0.0
481,2023-01-17,Standard,Mechelen,2.0,0.0,H,1.0,0.0,H,12.0,10.0,5.0,1.0,12.0,13.0,7.0,7.0,2.0,0.0,0.0,0.0
482,2023-01-17,Westerlo,Genk,2.0,3.0,A,0.0,2.0,A,14.0,8.0,5.0,3.0,7.0,9.0,11.0,4.0,3.0,0.0,0.0,0.0
483,2023-01-17,Oud-Heverlee Leuven,Eupen,1.0,1.0,D,1.0,0.0,H,17.0,7.0,7.0,3.0,9.0,10.0,8.0,7.0,2.0,2.0,0.0,0.0
484,2023-01-15,Charleroi,Cercle Brugge,2.0,1.0,H,1.0,1.0,D,10.0,12.0,6.0,3.0,9.0,12.0,9.0,7.0,1.0,1.0,0.0,0.0
485,2023-01-15,St. Gilloise,Antwerp,2.0,0.0,H,1.0,0.0,H,17.0,7.0,6.0,5.0,13.0,11.0,8.0,9.0,5.0,4.0,0.0,0.0
486,2023-01-15,Gent,Kortrijk,2.0,1.0,H,1.0,0.0,H,15.0,12.0,6.0,5.0,14.0,12.0,7.0,5.0,3.0,1.0,0.0,0.0
487,2023-01-15,Club Brugge,Anderlecht,1.0,1.0,D,0.0,0.0,D,17.0,4.0,6.0,0.0,13.0,15.0,3.0,4.0,2.0,3.0,0.0,0.0
488,2023-01-14,Genk,Waregem,1.0,0.0,H,1.0,0.0,H,9.0,7.0,3.0,1.0,17.0,16.0,1.0,5.0,2.0,2.0,0.0,0.0
489,2023-01-14,Eupen,St Truiden,0.0,2.0,A,0.0,1.0,A,7.0,10.0,3.0,4.0,9.0,9.0,3.0,3.0,1.0,1.0,0.0,0.0
490,2023-01-14,Mechelen,Oostende,2.0,1.0,H,1.0,0.0,H,16.0,14.0,6.0,4.0,6.0,17.0,10.0,1.0,1.0,1.0,0.0,1.0
491,2023-01-14,Seraing,Standard,1.0,1.0,D,1.0,1.0,D,8.0,16.0,2.0,1.0,9.0,15.0,3.0,11.0,5.0,1.0,0.0,0.0
492,2023-01-13,Westerlo,Oud-Heverlee Leuven,1.0,2.0,A,0.0,0.0,D,14.0,10.0,4.0,4.0,10.0,7.0,9.0,3.0,3.0,2.0,0.0,1.0
493,2023-01-08,Oud-Heverlee Leuven,Kortrijk,2.0,3.0,A,1.0,1.0,D,16.0,15.0,4.0,6.0,10.0,16.0,5.0,6.0,1.0,3.0,0.0,0.0
494,2023-01-08,Anderlecht,St. Gilloise,1.0,3.0,A,0.0,0.0,D,6.0,21.0,2.0,10.0,12.0,12.0,0.0,6.0,5.0,3.0,1.0,0.0
495,2023-01-08,Waregem,Mechelen,2.0,0.0,H,1.0,0.0,H,16.0,7.0,4.0,4.0,21.0,16.0,3.0,3.0,2.0,6.0,0.0,0.0
496,2023-01-08,Genk,Club Brugge,3.0,1.0,H,1.0,1.0,D,12.0,7.0,6.0,4.0,13.0,10.0,5.0,4.0,2.0,4.0,0.0,1.0
497,2023-01-07,Antwerp,Gent,2.0,0.0,H,1.0,0.0,H,11.0,9.0,5.0,1.0,10.0,10.0,3.0,6.0,2.0,1.0,0.0,0.0
498,2023-01-07,Cercle Brugge,Westerlo,0.0,1.0,A,0.0,1.0,A,11.0,4.0,5.0,2.0,8.0,9.0,6.0,4.0,1.0,3.0,0.0,0.0
499,2023-01-07,Oostende,Seraing,1.0,2.0,A,1.0,1.0,D,17.0,4.0,3.0,2.0,21.0,20.0,5.0,2.0,6.0,5.0,2.0,0.0
500,2023-01-07,Eupen,Charleroi,1.0,2.0,A,1.0,0.0,H,10.0,20.0,3.0,4.0,11.0,12.0,5.0,7.0,1.0,2.0,0.0,0.0
501,2023-01-06,Standard,St Truiden,1.0,1.0,D,0.0,0.0,D,6.0,9.0,1.0,3.0,11.0,13.0,9.0,2.0,0.0,2.0,0.0,0.0
502,2022-12-27,St Truiden,Waregem,2.0,0.0,H,1.0,0.0,H,12.0,6.0,6.0,1.0,10.0,10.0,6.0,3.0,0.0,1.0,0.0,1.0
503,2022-12-27,Westerlo,Antwerp,3.0,3.0,D,1.0,0.0,H,10.0,15.0,4.0,7.0,10.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0
504,2022-12-26,Charleroi,Anderlecht,0.0,1.0,A,0.0,0.0,D,9.0,9.0,2.0,2.0,13.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0
505,2022-12-26,Kortrijk,Genk,1.0,0.0,H,0.0,0.0,D,18.0,14.0,8.0,6.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0
506,2022-12-26,St. Gilloise,Oostende,3.0,0.0,H,0.0,0.0,D,12.0,4.0,5.0,1.0,9.0,13.0,10.0,2.0,3.0,4.0,0.0,0.0
507,2022-12-26,Club Brugge,Oud-Heverlee Leuven,1.0,1.0,D,1.0,0.0,H,20.0,12.0,7.0,5.0,10.0,17.0,3.0,3.0,3.0,2.0,0.0,0.0
508,2022-12-23,Gent,Standard,0.0,0.0,D,0.0,0.0,D,21.0,1.0,5.0,0.0,12.0,12.0,13.0,1.0,0.0,5.0,0.0,0.0
509,2022-12-23,Mechelen,Cercle Brugge,1.0,1.0,D,0.0,1.0,A,20.0,12.0,9.0,4.0,8.0,8.0,9.0,8.0,2.0,4.0,0.0,1.0
510,2022-12-23,Seraing,Eupen,0.0,1.0,A,0.0,0.0,D,8.0,15.0,1.0,5.0,9.0,16.0,4.0,9.0,3.0,1.0,0.0,0.0
511,2022-11-13,Kortrijk,Gent,0.0,4.0,A,0.0,2.0,A,8.0,19.0,3.0,10.0,8.0,15.0,8.0,6.0,2.0,0.0,1.0,1.0
512,2022-11-13,Anderlecht,Genk,0.0,2.0,A,0.0,1.0,A,12.0,13.0,5.0,4.0,10.0,14.0,5.0,6.0,2.0,3.0,0.0,1.0
513,2022-11-13,Standard,St. Gilloise,2.0,3.0,A,0.0,1.0,A,10.0,13.0,5.0,7.0,10.0,17.0,8.0,4.0,3.0,4.0,0.0,0.0
514,2022-11-13,Club Brugge,Antwerp,2.0,2.0,D,1.0,0.0,H,9.0,11.0,5.0,6.0,11.0,11.0,3.0,4.0,4.0,2.0,0.0,0.0
515,2022-11-12,Charleroi,Mechelen,0.0,5.0,A,,,,,,,,,,,,,,,
516,2022-11-12,St Truiden,Cercle Brugge,0.0,1.0,A,0.0,0.0,D,12.0,6.0,1.0,1.0,13.0,11.0,10.0,2.0,0.0,4.0,1.0,1.0
517,2022-11-12,Waregem,Eupen,5.0,5.0,D,2.0,3.0,A,19.0,16.0,9.0,8.0,12.0,8.0,11.0,2.0,2.0,2.0,0.0,0.0
518,2022-11-12,Westerlo,Oostende,6.0,0.0,H,3.0,0.0,H,16.0,7.0,8.0,0.0,8.0,14.0,5.0,3.0,1.0,2.0,0.0,0.0
519,2022-11-11,Oud-Heverlee Leuven,Seraing,5.0,0.0,H,4.0,0.0,H,25.0,4.0,14.0,1.0,11.0,8.0,14.0,3.0,1.0,6.0,0.0,1.0
520,2022-11-06,Oostende,Kortrijk,3.0,1.0,H,1.0,1.0,D,22.0,8.0,9.0,4.0,13.0,15.0,8.0,6.0,3.0,3.0,0.0,1.0
521,2022-11-06,Antwerp,Anderlecht,0.0,0.0,D,0.0,0.0,D,14.0,4.0,3.0,1.0,13.0,13.0,4.0,1.0,2.0,3.0,0.0,0.0
522,2022-11-06,St. Gilloise,Westerlo,1.0,1.0,D,0.0,1.0,A,25.0,13.0,1.0,5.0,12.0,14.0,10.0,4.0,4.0,3.0,0.0,0.0
523,2022-11-06,Gent,Club Brugge,2.0,0.0,H,2.0,0.0,H,11.0,8.0,2.0,4.0,11.0,12.0,4.0,3.0,1.0,5.0,0.0,0.0
524,2022-11-05,Eupen,Standard,2.0,0.0,H,0.0,0.0,D,13.0,8.0,5.0,4.0,13.0,10.0,7.0,2.0,0.0,3.0,1.0,1.0
525,2022-11-05,Cercle Brugge,Oud-Heverlee Leuven,2.0,1.0,H,1.0,1.0,D,8.0,9.0,4.0,4.0,8.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0
526,2022-11-05,Seraing,St Truiden,1.0,2.0,A,1.0,0.0,H,6.0,15.0,2.0,5.0,14.0,19.0,5.0,7.0,5.0,1.0,1.0,0.0
527,2022-11-05,Mechelen,Waregem,2.0,2.0,D,2.0,0.0,H,22.0,14.0,6.0,7.0,11.0,10.0,11.0,5.0,1.0,4.0,0.0,1.0
528,2022-11-04,Genk,Charleroi,4.0,1.0,H,2.0,0.0,H,13.0,6.0,8.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,0.0,0.0
529,2022-10-30,Charleroi,Antwerp,1.0,0.0,H,1.0,0.0,H,8.0,14.0,3.0,6.0,13.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0
530,2022-10-30,Oud-Heverlee Leuven,Gent,1.0,1.0,D,0.0,1.0,A,12.0,10.0,5.0,4.0,14.0,17.0,1.0,6.0,5.0,4.0,0.0,0.0
531,2022-10-30,Seraing,St. Gilloise,1.0,2.0,A,0.0,0.0,D,12.0,13.0,2.0,3.0,16.0,11.0,6.0,7.0,3.0,2.0,0.0,0.0
532,2022-10-30,Anderlecht,Eupen,4.0,2.0,H,2.0,1.0,H,19.0,12.0,8.0,2.0,15.0,6.0,10.0,4.0,2.0,2.0,0.0,0.0
533,2022-10-29,Club Brugge,Oostende,4.0,2.0,H,2.0,0.0,H,16.0,6.0,6.0,3.0,5.0,13.0,4.0,2.0,2.0,2.0,0.0,0.0
534,2022-10-29,Kortrijk,Cercle Brugge,1.0,1.0,D,0.0,1.0,A,14.0,16.0,5.0,3.0,17.0,16.0,3.0,6.0,4.0,2.0,0.0,0.0
535,2022-10-29,Westerlo,St Truiden,2.0,3.0,A,0.0,2.0,A,11.0,13.0,3.0,4.0,5.0,9.0,4.0,2.0,4.0,3.0,0.0,0.0
536,2022-10-29,Waregem,Standard,0.0,3.0,A,0.0,0.0,D,6.0,18.0,3.0,7.0,13.0,11.0,4.0,10.0,1.0,1.0,1.0,0.0
537,2022-10-28,Genk,Mechelen,3.0,1.0,H,1.0,1.0,D,14.0,10.0,6.0,5.0,9.0,15.0,8.0,7.0,2.0,2.0,1.0,0.0
538,2022-10-23,Oostende,Waregem,2.0,1.0,H,1.0,0.0,H,8.0,7.0,5.0,4.0,15.0,20.0,5.0,5.0,2.0,3.0,0.0,0.0
539,2022-10-23,Standard,Anderlecht,5.0,0.0,H,,,,,,,,,,,,,,,
540,2022-10-23,Gent,Seraing,2.0,1.0,H,1.0,1.0,D,14.0,5.0,4.0,3.0,5.0,11.0,9.0,3.0,1.0,1.0,0.0,0.0
541,2022-10-23,Antwerp,Genk,1.0,3.0,A,1.0,2.0,A,20.0,8.0,4.0,5.0,10.0,19.0,8.0,4.0,1.0,1.0,0.0,0.0
542,2022-10-22,St. Gilloise,Club Brugge,2.0,2.0,D,1.0,2.0,A,6.0,13.0,4.0,2.0,8.0,9.0,4.0,4.0,4.0,2.0,1.0,0.0
543,2022-10-22,Mechelen,Eupen,2.0,1.0,H,1.0,1.0,D,20.0,9.0,10.0,2.0,7.0,10.0,7.0,8.0,3.0,4.0,1.0,0.0
544,2022-10-22,St Truiden,Oud-Heverlee Leuven,0.0,0.0,D,0.0,0.0,D,13.0,14.0,3.0,2.0,10.0,12.0,3.0,5.0,2.0,2.0,1.0,0.0
545,2022-10-22,Kortrijk,Westerlo,0.0,2.0,A,0.0,0.0,D,6.0,18.0,3.0,5.0,11.0,14.0,6.0,6.0,0.0,2.0,1.0,0.0
546,2022-10-21,Cercle Brugge,Charleroi,4.0,1.0,H,1.0,0.0,H,20.0,11.0,8.0,3.0,9.0,9.0,6.0,6.0,3.0,1.0,0.0,0.0
547,2022-10-20,Waregem,Anderlecht,3.0,2.0,H,1.0,1.0,D,12.0,11.0,5.0,4.0,19.0,14.0,5.0,5.0,8.0,1.0,0.0,1.0
548,2022-10-20,Antwerp,Oostende,3.0,0.0,H,1.0,0.0,H,17.0,6.0,4.0,2.0,15.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0
549,2022-10-19,Club Brugge,St Truiden,3.0,0.0,H,1.0,0.0,H,12.0,7.0,7.0,2.0,14.0,14.0,8.0,1.0,2.0,2.0,0.0,1.0
550,2022-10-19,Mechelen,Standard,2.0,0.0,H,0.0,0.0,D,14.0,8.0,7.0,1.0,9.0,9.0,8.0,5.0,1.0,2.0,0.0,0.0
551,2022-10-19,St. Gilloise,Gent,2.0,0.0,H,1.0,0.0,H,17.0,2.0,3.0,2.0,7.0,13.0,3.0,4.0,1.0,2.0,0.0,1.0
552,2022-10-18,Genk,Westerlo,6.0,1.0,H,5.0,1.0,H,23.0,6.0,10.0,5.0,8.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0
553,2022-10-18,Seraing,Cercle Brugge,0.0,1.0,A,0.0,1.0,A,5.0,13.0,3.0,2.0,13.0,20.0,1.0,1.0,5.0,3.0,1.0,0.0
554,2022-10-18,Charleroi,Kortrijk,2.0,2.0,D,2.0,0.0,H,11.0,12.0,5.0,6.0,22.0,7.0,4.0,9.0,3.0,1.0,0.0,0.0
555,2022-10-18,Eupen,Oud-Heverlee Leuven,4.0,2.0,H,2.0,2.0,D,22.0,8.0,9.0,4.0,10.0,11.0,6.0,3.0,3.0,2.0,0.0,0.0
556,2022-10-16,Oostende,St. Gilloise,1.0,6.0,A,0.0,2.0,A,11.0,17.0,3.0,8.0,10.0,9.0,6.0,4.0,2.0,2.0,0.0,0.0
557,2022-10-16,Anderlecht,Club Brugge,0.0,1.0,A,0.0,0.0,D,12.0,11.0,4.0,4.0,15.0,15.0,6.0,7.0,1.0,3.0,0.0,1.0
558,2022-10-16,Gent,Mechelen,3.0,0.0,H,1.0,0.0,H,19.0,8.0,9.0,1.0,12.0,14.0,5.0,2.0,1.0,3.0,0.0,1.0
559,2022-10-16,Standard,Antwerp,3.0,0.0,H,3.0,0.0,H,6.0,13.0,4.0,2.0,14.0,14.0,2.0,6.0,2.0,3.0,0.0,0.0
560,2022-10-15,Oud-Heverlee Leuven,Genk,0.0,1.0,A,0.0,1.0,A,19.0,13.0,7.0,1.0,9.0,15.0,11.0,9.0,3.0,2.0,0.0,1.0
561,2022-10-15,Cercle Brugge,Eupen,5.0,1.0,H,3.0,1.0,H,18.0,2.0,10.0,2.0,20.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0
562,2022-10-15,St Truiden,Charleroi,2.0,1.0,H,1.0,0.0,H,10.0,7.0,3.0,2.0,11.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0
563,2022-10-15,Kortrijk,Waregem,1.0,3.0,A,1.0,0.0,H,8.0,15.0,5.0,8.0,14.0,16.0,3.0,5.0,4.0,4.0,0.0,0.0
564,2022-10-14,Westerlo,Seraing,2.0,2.0,D,2.0,1.0,H,10.0,2.0,3.0,2.0,10.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0
565,2022-10-09,St. Gilloise,Cercle Brugge,2.0,1.0,H,1.0,0.0,H,17.0,13.0,7.0,5.0,10.0,7.0,3.0,4.0,0.0,1.0,0.0,0.0
566,2022-10-09,Charleroi,Standard,0.0,1.0,A,0.0,1.0,A,10.0,4.0,3.0,1.0,19.0,14.0,3.0,1.0,3.0,4.0,1.0,2.0
567,2022-10-09,Eupen,Gent,0.0,4.0,A,0.0,2.0,A,10.0,13.0,1.0,6.0,15.0,15.0,6.0,9.0,2.0,2.0,0.0,0.0
568,2022-10-09,Mechelen,Anderlecht,1.0,3.0,A,1.0,0.0,H,19.0,13.0,3.0,7.0,11.0,13.0,5.0,7.0,1.0,4.0,0.0,0.0
569,2022-10-08,Club Brugge,Westerlo,0.0,2.0,A,0.0,0.0,D,29.0,10.0,12.0,5.0,4.0,9.0,11.0,3.0,0.0,1.0,0.0,0.0
570,2022-10-08,Seraing,Oostende,1.0,1.0,D,0.0,0.0,D,13.0,13.0,2.0,2.0,11.0,10.0,3.0,9.0,1.0,1.0,1.0,0.0
571,2022-10-08,Waregem,Oud-Heverlee Leuven,2.0,5.0,A,1.0,0.0,H,11.0,14.0,2.0,7.0,15.0,9.0,4.0,6.0,6.0,2.0,0.0,0.0
572,2022-10-08,Genk,Kortrijk,2.0,1.0,H,1.0,0.0,H,28.0,6.0,7.0,2.0,12.0,13.0,10.0,3.0,4.0,0.0,0.0,0.0
573,2022-10-07,Antwerp,St Truiden,2.0,0.0,H,1.0,0.0,H,11.0,4.0,4.0,3.0,15.0,9.0,6.0,2.0,1.0,3.0,0.0,1.0
574,2022-10-02,St Truiden,Eupen,0.0,1.0,A,0.0,0.0,D,22.0,8.0,6.0,4.0,8.0,13.0,10.0,1.0,1.0,2.0,0.0,0.0
575,2022-10-02,Kortrijk,Antwerp,2.0,1.0,H,2.0,0.0,H,13.0,21.0,4.0,5.0,8.0,13.0,0.0,7.0,4.0,1.0,0.0,0.0
576,2022-10-02,Gent,Cercle Brugge,3.0,4.0,A,0.0,1.0,A,12.0,14.0,7.0,5.0,15.0,15.0,6.0,4.0,3.0,5.0,0.0,0.0
577,2022-10-02,Anderlecht,Charleroi,0.0,1.0,A,0.0,0.0,D,21.0,5.0,8.0,2.0,9.0,14.0,14.0,5.0,2.0,3.0,0.0,0.0
578,2022-10-01,Club Brugge,Mechelen,3.0,0.0,H,1.0,0.0,H,21.0,6.0,10.0,2.0,2.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0
579,2022-10-01,Oostende,Genk,1.0,2.0,A,1.0,1.0,D,12.0,10.0,7.0,5.0,17.0,10.0,2.0,6.0,1.0,1.0,1.0,0.0
580,2022-10-01,Westerlo,Waregem,2.0,0.0,H,1.0,0.0,H,9.0,12.0,4.0,3.0,12.0,11.0,5.0,12.0,3.0,3.0,0.0,0.0
581,2022-10-01,Oud-Heverlee Leuven,St. Gilloise,0.0,3.0,A,0.0,2.0,A,8.0,11.0,2.0,6.0,7.0,15.0,6.0,8.0,2.0,3.0,0.0,0.0
582,2022-09-30,Standard,Seraing,0.0,2.0,A,0.0,1.0,A,13.0,10.0,3.0,3.0,9.0,14.0,9.0,4.0,1.0,4.0,0.0,0.0
583,2022-09-18,Anderlecht,Kortrijk,4.0,1.0,H,1.0,0.0,H,12.0,8.0,5.0,3.0,17.0,8.0,9.0,6.0,1.0,2.0,0.0,0.0
584,2022-09-18,Standard,Club Brugge,3.0,0.0,H,1.0,0.0,H,9.0,10.0,6.0,1.0,10.0,14.0,1.0,8.0,4.0,2.0,1.0,0.0
585,2022-09-18,Eupen,St. Gilloise,1.0,2.0,A,1.0,1.0,D,9.0,12.0,4.0,3.0,8.0,19.0,5.0,5.0,3.0,2.0,1.0,0.0
586,2022-09-18,Genk,Gent,1.0,0.0,H,0.0,0.0,D,10.0,9.0,6.0,0.0,13.0,11.0,5.0,5.0,2.0,2.0,0.0,0.0
587,2022-09-17,Charleroi,Westerlo,2.0,3.0,A,1.0,2.0,A,14.0,7.0,4.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
588,2022-09-17,Cercle Brugge,Oostende,2.0,2.0,D,2.0,0.0,H,18.0,16.0,6.0,7.0,11.0,10.0,10.0,7.0,1.0,3.0,0.0,0.0
589,2022-09-17,Waregem,St Truiden,0.0,3.0,A,0.0,1.0,A,4.0,18.0,2.0,8.0,13.0,15.0,0.0,4.0,1.0,3.0,1.0,0.0
590,2022-09-17,Mechelen,Oud-Heverlee Leuven,0.0,0.0,D,0.0,0.0,D,12.0,10.0,2.0,1.0,8.0,8.0,10.0,1.0,2.0,2.0,1.0,0.0
591,2022-09-16,Antwerp,Seraing,2.0,1.0,H,2.0,1.0,H,12.0,10.0,4.0,2.0,12.0,12.0,5.0,3.0,3.0,2.0,0.0,0.0
592,2022-09-11,Gent,Waregem,2.0,0.0,H,0.0,0.0,D,23.0,5.0,6.0,1.0,7.0,10.0,4.0,4.0,0.0,2.0,0.0,0.0
593,2022-09-11,St. Gilloise,Genk,1.0,2.0,A,0.0,1.0,A,10.0,14.0,3.0,4.0,14.0,12.0,4.0,5.0,4.0,3.0,0.0,0.0
594,2022-09-11,Cercle Brugge,Antwerp,0.0,2.0,A,0.0,1.0,A,13.0,11.0,6.0,4.0,9.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0
595,2022-09-11,Westerlo,Anderlecht,2.0,1.0,H,1.0,0.0,H,13.0,12.0,6.0,3.0,9.0,15.0,1.0,6.0,2.0,3.0,0.0,0.0
596,2022-09-10,Oud-Heverlee Leuven,Charleroi,3.0,2.0,H,1.0,1.0,D,10.0,7.0,4.0,5.0,10.0,14.0,2.0,1.0,1.0,4.0,0.0,0.0
597,2022-09-10,Oostende,Eupen,1.0,0.0,H,0.0,0.0,D,10.0,13.0,5.0,3.0,14.0,19.0,3.0,6.0,5.0,3.0,1.0,0.0
598,2022-09-10,Seraing,Club Brugge,0.0,2.0,A,0.0,0.0,D,4.0,11.0,1.0,4.0,20.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0
599,2022-09-10,Kortrijk,Mechelen,1.0,4.0,A,0.0,2.0,A,12.0,10.0,3.0,5.0,7.0,13.0,10.0,3.0,3.0,5.0,0.0,0.0
600,2022-09-09,St Truiden,Standard,1.0,2.0,A,0.0,2.0,A,22.0,11.0,5.0,2.0,12.0,14.0,7.0,0.0,0.0,3.0,0.0,0.0
601,2022-09-04,Waregem,St. Gilloise,1.0,3.0,A,0.0,1.0,A,9.0,12.0,1.0,4.0,14.0,16.0,7.0,3.0,3.0,3.0,0.0,1.0
602,2022-09-04,Charleroi,Gent,2.0,1.0,H,1.0,1.0,D,14.0,9.0,7.0,1.0,6.0,6.0,4.0,4.0,2.0,0.0,0.0,1.0
603,2022-09-04,Antwerp,Westerlo,3.0,0.0,H,1.0,0.0,H,12.0,11.0,3.0,3.0,10.0,8.0,3.0,6.0,0.0,2.0,0.0,0.0
604,2022-09-04,Anderlecht,Oud-Heverlee Leuven,2.0,2.0,D,0.0,1.0,A,21.0,12.0,6.0,4.0,11.0,13.0,12.0,2.0,3.0,1.0,0.0,0.0
605,2022-09-03,Standard,Oostende,1.0,0.0,H,0.0,0.0,D,15.0,14.0,5.0,5.0,10.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0
606,2022-09-03,Eupen,Kortrijk,0.0,1.0,A,0.0,0.0,D,21.0,14.0,5.0,3.0,16.0,7.0,8.0,4.0,5.0,3.0,0.0,0.0
607,2022-09-03,Mechelen,Seraing,2.0,3.0,A,2.0,1.0,H,8.0,6.0,5.0,2.0,14.0,17.0,9.0,3.0,2.0,2.0,0.0,0.0
608,2022-09-03,Genk,St Truiden,0.0,0.0,D,0.0,0.0,D,17.0,8.0,4.0,3.0,13.0,12.0,8.0,6.0,1.0,3.0,0.0,0.0
609,2022-09-02,Club Brugge,Cercle Brugge,4.0,0.0,H,1.0,0.0,H,8.0,13.0,4.0,2.0,10.0,18.0,7.0,4.0,1.0,2.0,0.0,0.0
610,2022-09-01,Anderlecht,Gent,0.0,1.0,A,0.0,0.0,D,10.0,10.0,1.0,5.0,10.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0
611,2022-08-31,Antwerp,St. Gilloise,4.0,2.0,H,4.0,1.0,H,10.0,8.0,4.0,3.0,11.0,10.0,4.0,3.0,2.0,0.0,0.0,2.0
612,2022-08-28,Westerlo,Eupen,0.0,1.0,A,0.0,0.0,D,7.0,15.0,5.0,2.0,10.0,15.0,5.0,10.0,2.0,1.0,0.0,0.0
613,2022-08-28,St. Gilloise,Anderlecht,2.0,1.0,H,2.0,1.0,H,11.0,9.0,6.0,5.0,11.0,8.0,7.0,7.0,3.0,1.0,0.0,0.0
