,Unnamed: 0,Home Full-T Goals,Away Full-T Goals,Home Half-T Goals,Away Half-T Goals,Home Shots,Away Shots,Home Shots Target,Away Shots Target,Home Fouls,Away Fouls,Home Corners,Away Corners,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Full Result_enc,Half Result_enc,Home_avg5Goal,Away_avg5Goal,Home_avg10Goal,Away_avg10Goal,Home_avg20Goal,Away_avg20Goal,HomeTeamEnc,AwayTeamEnc
756,756,3.0,3.0,1.0,3.0,18.0,8.0,7.0,3.0,12.0,16.0,13.0,1.0,1.0,3.0,0.0,0.0,2,1.0,1.2,2.2,0.9,2.0,1.2,1.7,2,20
757,757,0.0,1.0,0.0,1.0,18.0,13.0,3.0,2.0,12.0,9.0,10.0,4.0,1.0,1.0,0.0,0.0,1,1.0,1.2,1.6,1.1,1.7,1.15,1.1,16,4
758,758,0.0,0.0,0.0,0.0,10.0,17.0,1.0,6.0,14.0,14.0,4.0,9.0,1.0,4.0,0.0,0.0,2,2.0,1.6,1.4,1.4,1.3,1.9,1.5,5,17
759,759,0.0,2.0,0.0,0.0,3.0,17.0,0.0,9.0,10.0,17.0,4.0,1.0,1.0,2.0,1.0,0.0,1,2.0,1.4,1.2,1.1,1.4,1.45,1.4,0,3
760,760,2.0,1.0,1.0,0.0,14.0,14.0,4.0,4.0,10.0,8.0,5.0,9.0,2.0,1.0,0.0,0.0,0,0.0,0.6,1.2,0.5,0.9,0.7,1.2,15,2
761,761,0.0,2.0,0.0,1.0,16.0,14.0,3.0,4.0,7.0,9.0,11.0,2.0,1.0,2.0,0.0,0.0,1,1.0,0.8,0.4,0.6,0.7,0.5,1.2,6,18
762,762,1.0,1.0,1.0,1.0,10.0,10.0,4.0,3.0,6.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0,2,2.0,2.2,1.6,2.0,1.4,1.7,1.15,20,13
763,763,1.0,1.0,1.0,1.0,19.0,7.0,10.0,2.0,14.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,2,2.0,1.6,1.0,1.7,1.0,1.1,1.05,4,9
764,764,1.0,1.0,0.0,1.0,17.0,4.0,6.0,2.0,9.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,2,1.0,1.4,0.8,1.8,1.2,2.25,1.1,8,12
765,765,1.0,1.0,1.0,0.0,13.0,7.0,3.0,2.0,7.0,16.0,8.0,5.0,0.0,2.0,0.0,0.0,2,0.0,1.6,1.2,1.4,1.1,1.15,1.15,1,16
766,766,3.0,1.0,2.0,0.0,12.0,10.0,5.0,4.0,15.0,10.0,3.0,5.0,3.0,4.0,0.0,0.0,0,0.0,1.2,2.2,1.4,2.0,1.4,1.7,3,20
767,767,0.0,1.0,0.0,1.0,3.0,8.0,0.0,5.0,12.0,6.0,4.0,4.0,3.0,2.0,0.0,0.0,1,1.0,1.8,1.4,1.8,1.1,1.95,1.45,10,0
768,768,2.0,1.0,1.0,0.0,8.0,8.0,5.0,2.0,15.0,11.0,5.0,6.0,3.0,0.0,0.0,0.0,0,0.0,1.4,1.8,1.3,1.2,1.5,1.0,17,7
769,769,2.0,2.0,1.0,1.0,12.0,19.0,6.0,6.0,13.0,9.0,5.0,7.0,2.0,1.0,0.0,1.0,2,2.0,0.4,1.6,0.7,1.4,1.2,1.9,18,5
770,770,0.0,0.0,0.0,0.0,12.0,8.0,4.0,4.0,13.0,12.0,4.0,4.0,1.0,1.0,0.0,0.0,2,2.0,1.6,1.4,1.7,1.8,1.1,2.25,4,8
771,771,3.0,1.0,2.0,1.0,15.0,17.0,12.0,5.0,14.0,13.0,8.0,5.0,1.0,3.0,0.0,0.0,0,0.0,1.2,1.6,0.9,1.4,1.2,1.15,2,13
772,772,3.0,1.0,1.0,1.0,13.0,9.0,6.0,1.0,14.0,6.0,6.0,1.0,2.0,2.0,0.0,0.0,0,2.0,1.2,0.6,1.1,0.5,1.15,0.7,16,15
773,773,1.0,1.0,0.0,1.0,18.0,11.0,5.0,3.0,15.0,15.0,5.0,1.0,0.0,1.0,0.0,0.0,2,1.0,1.0,0.8,1.0,0.6,1.05,0.5,9,6
774,774,1.0,2.0,0.0,0.0,12.0,14.0,6.0,5.0,8.0,7.0,5.0,8.0,1.0,2.0,0.0,0.0,1,2.0,0.8,1.6,1.2,1.4,1.1,1.15,12,1
775,775,0.0,4.0,0.0,2.0,14.0,9.0,3.0,6.0,10.0,15.0,7.0,0.0,2.0,1.0,0.0,1.0,1,1.0,0.6,1.4,0.5,1.3,0.7,1.5,15,17
776,776,4.0,1.0,2.0,0.0,19.0,8.0,10.0,4.0,10.0,8.0,8.0,4.0,1.0,2.0,0.0,0.0,0,0.0,1.8,1.2,1.2,0.9,1.0,1.2,7,2
777,777,1.0,1.0,1.0,0.0,15.0,6.0,3.0,1.0,10.0,14.0,3.0,1.0,1.0,3.0,0.0,0.0,2,0.0,1.4,0.4,1.1,0.7,1.45,1.2,0,18
778,778,0.0,2.0,0.0,0.0,5.0,14.0,3.0,6.0,11.0,17.0,3.0,3.0,2.0,2.0,0.0,0.0,1,2.0,0.8,1.2,0.6,1.4,0.5,1.4,6,3
779,779,3.0,0.0,2.0,0.0,16.0,13.0,4.0,3.0,12.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,0,0.0,1.6,1.6,1.4,1.7,1.15,1.1,1,4
780,780,2.0,0.0,1.0,0.0,19.0,5.0,8.0,2.0,8.0,11.0,7.0,1.0,0.0,4.0,0.0,0.0,0,0.0,1.6,1.2,1.4,1.1,1.9,1.15,5,16
782,782,2.0,2.0,1.0,1.0,22.0,13.0,5.0,6.0,9.0,19.0,6.0,6.0,1.0,5.0,0.0,0.0,2,2.0,1.4,1.0,1.8,1.0,2.25,1.05,8,9
783,783,0.0,7.0,0.0,3.0,5.0,16.0,2.0,9.0,15.0,10.0,4.0,7.0,2.0,0.0,1.0,0.0,1,1.0,1.2,1.4,0.9,1.1,1.2,1.45,2,0
784,784,2.0,0.0,1.0,0.0,13.0,9.0,4.0,1.0,12.0,16.0,6.0,2.0,1.0,3.0,0.0,0.0,0,0.0,1.2,0.8,1.1,0.6,1.15,0.5,16,6
785,785,0.0,3.0,0.0,1.0,19.0,12.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1,1.0,1.6,1.6,1.7,1.4,1.1,1.15,4,13
786,786,2.0,0.0,0.0,0.0,18.0,19.0,6.0,4.0,12.0,5.0,6.0,10.0,4.0,3.0,0.0,0.0,0,2.0,1.8,0.6,1.8,0.5,1.95,0.7,10,15
787,787,0.0,4.0,0.0,3.0,7.0,15.0,2.0,11.0,15.0,8.0,1.0,9.0,1.0,1.0,0.0,1.0,1,1.0,0.8,1.8,1.2,1.2,1.1,1.0,12,7
788,788,0.0,0.0,0.0,0.0,6.0,10.0,0.0,2.0,11.0,11.0,5.0,6.0,0.0,3.0,0.0,0.0,2,2.0,1.4,1.4,1.3,1.8,1.5,2.25,17,8
789,789,0.0,1.0,0.0,0.0,19.0,8.0,2.0,2.0,16.0,10.0,8.0,1.0,2.0,1.0,1.0,0.0,1,2.0,0.4,2.2,0.7,2.0,1.2,1.7,18,20
790,790,2.0,0.0,0.0,0.0,12.0,11.0,5.0,5.0,16.0,11.0,4.0,7.0,3.0,2.0,0.0,0.0,0,2.0,1.2,1.6,1.4,1.4,1.4,1.9,3,5
791,791,2.0,1.0,2.0,0.0,6.0,22.0,3.0,7.0,9.0,15.0,2.0,5.0,1.0,4.0,0.0,0.0,0,0.0,1.6,0.4,1.4,0.7,1.15,1.2,13,18
792,792,1.0,1.0,1.0,0.0,10.0,7.0,2.0,2.0,7.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2,0.0,1.8,1.6,1.2,1.4,1.0,1.15,7,1
793,793,0.0,4.0,0.0,3.0,24.0,10.0,8.0,4.0,16.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,1,1.0,0.8,1.6,0.6,1.7,0.5,1.1,6,4
794,794,2.0,2.0,1.0,0.0,16.0,12.0,5.0,6.0,16.0,8.0,9.0,8.0,1.0,2.0,0.0,0.0,2,0.0,1.6,1.4,1.4,1.1,1.9,1.45,5,0
795,795,2.0,1.0,1.0,0.0,8.0,15.0,4.0,3.0,13.0,8.0,5.0,6.0,3.0,1.0,0.0,0.0,0,0.0,1.4,1.2,1.8,1.1,2.25,1.15,8,16
796,796,3.0,2.0,0.0,2.0,18.0,10.0,5.0,4.0,14.0,15.0,7.0,2.0,5.0,3.0,0.0,0.0,0,1.0,1.4,1.2,1.3,1.4,1.5,1.4,17,3
797,797,3.0,2.0,0.0,1.0,19.0,11.0,6.0,6.0,10.0,14.0,9.0,5.0,2.0,1.0,0.0,0.0,0,1.0,2.2,1.8,2.0,1.8,1.7,1.95,20,10
798,798,0.0,2.0,0.0,2.0,13.0,14.0,3.0,6.0,9.0,19.0,8.0,5.0,0.0,5.0,1.0,1.0,1,1.0,1.2,0.8,0.9,1.2,1.2,1.1,2,12
799,799,0.0,2.0,0.0,0.0,9.0,6.0,2.0,5.0,15.0,14.0,7.0,1.0,2.0,3.0,0.0,0.0,1,2.0,0.6,1.0,0.5,1.0,0.7,1.05,15,9
800,800,4.0,2.0,2.0,2.0,17.0,11.0,6.0,2.0,12.0,8.0,9.0,4.0,2.0,3.0,0.0,0.0,0,2.0,1.8,1.6,1.2,1.7,1.0,1.1,7,4
801,801,4.0,2.0,2.0,1.0,16.0,13.0,6.0,8.0,3.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0,0,0.0,1.6,0.8,1.4,0.6,1.15,0.5,1,6
802,802,1.0,4.0,0.0,1.0,16.0,14.0,7.0,4.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1,1.0,1.6,1.6,1.4,1.4,1.15,1.9,13,5
803,803,4.0,3.0,1.0,1.0,12.0,22.0,5.0,9.0,13.0,10.0,4.0,10.0,2.0,0.0,0.0,0.0,0,2.0,1.8,1.4,1.8,1.8,1.95,2.25,10,8
804,804,0.0,2.0,0.0,2.0,12.0,14.0,4.0,9.0,9.0,14.0,6.0,9.0,0.0,4.0,0.0,0.0,1,1.0,2.2,1.4,2.0,1.3,1.7,1.5,20,17
805,805,2.0,0.0,0.0,0.0,18.0,8.0,4.0,2.0,9.0,17.0,6.0,6.0,0.0,2.0,0.0,0.0,0,2.0,1.4,1.2,1.1,1.1,1.45,1.15,0,16
806,806,0.0,2.0,0.0,1.0,12.0,13.0,0.0,4.0,10.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,1,1.0,0.8,1.0,1.2,1.0,1.1,1.05,12,9
807,807,2.0,0.0,2.0,0.0,12.0,7.0,5.0,1.0,19.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,0,0.0,1.2,0.6,1.4,0.5,1.4,0.7,3,15
808,808,3.0,0.0,1.0,0.0,21.0,7.0,7.0,0.0,12.0,14.0,7.0,1.0,0.0,3.0,0.0,0.0,0,0.0,1.6,2.2,1.4,2.0,1.9,1.7,5,20
809,809,1.0,0.0,1.0,0.0,13.0,12.0,6.0,3.0,9.0,11.0,5.0,4.0,1.0,2.0,0.0,0.0,0,0.0,1.4,1.8,1.8,1.2,2.25,1.0,8,7
810,810,2.0,0.0,1.0,0.0,13.0,15.0,4.0,3.0,14.0,14.0,6.0,5.0,4.0,2.0,0.0,0.0,0,0.0,1.4,1.8,1.3,1.8,1.5,1.95,17,10
811,811,2.0,3.0,0.0,0.0,10.0,10.0,4.0,8.0,9.0,15.0,4.0,6.0,4.0,6.0,2.0,1.0,1,2.0,1.6,0.4,1.4,0.7,1.15,1.2,1,18
812,812,0.0,5.0,0.0,3.0,5.0,17.0,1.0,7.0,8.0,8.0,2.0,9.0,0.0,2.0,1.0,0.0,1,1.0,0.6,1.4,0.5,1.1,0.7,1.45,15,0
813,813,1.0,0.0,1.0,0.0,15.0,21.0,7.0,4.0,8.0,10.0,5.0,7.0,1.0,1.0,0.0,0.0,0,0.0,0.8,1.2,0.6,0.9,0.5,1.2,6,2
814,814,1.0,2.0,0.0,0.0,12.0,11.0,4.0,5.0,9.0,17.0,6.0,9.0,1.0,4.0,0.0,1.0,1,2.0,1.2,1.2,1.1,1.4,1.15,1.4,16,3
815,815,2.0,1.0,0.0,0.0,8.0,18.0,2.0,2.0,11.0,11.0,6.0,7.0,3.0,0.0,1.0,1.0,0,2.0,1.0,1.6,1.0,1.4,1.05,1.15,9,13
816,816,1.0,0.0,0.0,0.0,11.0,19.0,6.0,3.0,8.0,10.0,5.0,9.0,0.0,1.0,0.0,0.0,0,2.0,1.6,0.8,1.7,1.2,1.1,1.1,4,12
817,817,1.0,1.0,0.0,1.0,11.0,11.0,3.0,5.0,10.0,5.0,5.0,10.0,1.0,0.0,1.0,0.0,2,1.0,1.8,1.8,1.8,1.2,1.95,1.0,10,7
818,818,0.0,3.0,0.0,2.0,16.0,8.0,3.0,5.0,15.0,9.0,4.0,1.0,7.0,2.0,0.0,0.0,1,1.0,0.4,1.6,0.7,1.7,1.2,1.1,18,4
819,819,3.0,2.0,1.0,1.0,17.0,11.0,7.0,4.0,9.0,13.0,5.0,0.0,2.0,2.0,0.0,0.0,0,2.0,1.4,2.2,1.1,2.0,1.45,1.7,0,20
820,820,0.0,1.0,0.0,0.0,13.0,15.0,3.0,6.0,12.0,13.0,5.0,7.0,4.0,1.0,0.0,0.0,1,2.0,1.2,1.6,0.9,1.4,1.2,1.15,2,1
821,821,3.0,2.0,3.0,2.0,17.0,13.0,8.0,5.0,9.0,10.0,1.0,3.0,0.0,4.0,0.0,0.0,0,0.0,1.6,0.6,1.4,0.5,1.9,0.7,5,15
822,822,0.0,2.0,0.0,1.0,13.0,17.0,1.0,5.0,17.0,25.0,7.0,4.0,2.0,4.0,0.0,0.0,1,1.0,1.0,1.2,1.0,1.4,1.05,1.4,9,3
823,823,2.0,1.0,0.0,1.0,17.0,4.0,6.0,2.0,8.0,11.0,10.0,1.0,2.0,2.0,0.0,0.0,0,1.0,0.8,0.8,1.2,0.6,1.1,0.5,12,6
824,824,0.0,1.0,0.0,1.0,14.0,16.0,2.0,8.0,5.0,17.0,5.0,11.0,2.0,5.0,0.0,0.0,1,1.0,1.6,1.4,1.4,1.8,1.15,2.25,13,8
825,825,1.0,2.0,0.0,1.0,9.0,13.0,3.0,9.0,10.0,10.0,2.0,6.0,2.0,2.0,0.0,0.0,1,1.0,1.2,1.4,1.1,1.3,1.15,1.5,16,17
826,826,3.0,0.0,0.0,0.0,14.0,4.0,8.0,1.0,10.0,16.0,4.0,4.0,1.0,2.0,0.0,0.0,0,2.0,1.6,0.8,1.4,1.2,1.15,1.1,1,12
827,827,3.0,1.0,1.0,0.0,19.0,8.0,8.0,5.0,9.0,5.0,12.0,4.0,0.0,2.0,0.0,0.0,0,0.0,1.4,0.4,1.8,0.7,2.25,1.2,8,18
828,828,2.0,0.0,2.0,0.0,15.0,14.0,6.0,5.0,12.0,11.0,2.0,5.0,1.0,1.0,0.0,0.0,0,0.0,2.2,1.2,2.0,0.9,1.7,1.2,20,2
829,829,2.0,3.0,0.0,1.0,13.0,8.0,5.0,4.0,17.0,11.0,5.0,6.0,1.0,3.0,0.0,1.0,1,1.0,1.8,1.6,1.2,1.4,1.0,1.9,7,5
830,830,1.0,3.0,0.0,1.0,8.0,14.0,2.0,6.0,13.0,7.0,4.0,8.0,1.0,1.0,0.0,0.0,1,1.0,1.6,1.4,1.7,1.1,1.1,1.45,4,0
831,831,3.0,1.0,1.0,1.0,18.0,4.0,9.0,2.0,12.0,15.0,6.0,2.0,1.0,2.0,0.0,0.0,0,2.0,1.2,1.8,1.4,1.8,1.4,1.95,3,10
832,832,2.0,2.0,2.0,1.0,13.0,17.0,5.0,8.0,15.0,8.0,7.0,11.0,2.0,1.0,0.0,0.0,2,0.0,0.8,1.0,0.6,1.0,0.5,1.05,6,9
833,833,2.0,0.0,1.0,0.0,9.0,11.0,2.0,6.0,12.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.6,1.2,0.5,1.1,0.7,1.15,15,16
834,834,1.0,3.0,0.0,2.0,14.0,6.0,2.0,5.0,13.0,13.0,5.0,2.0,3.0,3.0,0.0,0.0,1,1.0,1.4,1.6,1.3,1.4,1.5,1.15,17,13
835,835,2.0,0.0,1.0,0.0,10.0,19.0,3.0,4.0,10.0,5.0,4.0,7.0,1.0,1.0,0.0,0.0,0,0.0,1.2,1.8,0.9,1.2,1.2,1.0,2,7
836,836,1.0,7.0,1.0,4.0,6.0,15.0,1.0,8.0,11.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,1,1.0,0.8,1.4,1.2,1.3,1.1,1.5,12,17
837,837,2.0,1.0,2.0,0.0,12.0,12.0,7.0,4.0,17.0,12.0,5.0,5.0,2.0,0.0,0.0,0.0,0,0.0,1.2,1.6,1.1,1.4,1.15,1.15,16,1
838,838,1.0,1.0,0.0,1.0,21.0,11.0,4.0,5.0,8.0,15.0,10.0,2.0,0.0,4.0,1.0,0.0,2,1.0,1.4,1.0,1.1,1.0,1.45,1.05,0,9
839,839,1.0,0.0,1.0,0.0,17.0,13.0,6.0,2.0,6.0,13.0,6.0,8.0,1.0,2.0,0.0,0.0,0,0.0,0.4,0.8,0.7,0.6,1.2,0.5,18,6
840,840,1.0,3.0,0.0,1.0,10.0,12.0,5.0,3.0,13.0,11.0,6.0,1.0,3.0,3.0,0.0,0.0,1,1.0,1.6,0.6,1.4,0.5,1.15,0.7,13,15
841,841,1.0,2.0,0.0,0.0,8.0,16.0,2.0,4.0,11.0,18.0,5.0,6.0,4.0,4.0,0.0,0.0,1,2.0,2.2,1.4,2.0,1.8,1.7,2.25,20,8
842,842,1.0,2.0,0.0,2.0,24.0,11.0,7.0,4.0,13.0,13.0,3.0,3.0,1.0,4.0,0.0,0.0,1,1.0,1.2,1.6,1.4,1.7,1.4,1.1,3,4
843,843,2.0,1.0,0.0,0.0,11.0,17.0,4.0,5.0,18.0,11.0,11.0,3.0,3.0,1.0,0.0,0.0,0,2.0,1.8,1.6,1.8,1.4,1.95,1.9,10,5
844,844,1.0,1.0,0.0,1.0,8.0,17.0,4.0,7.0,18.0,13.0,5.0,6.0,1.0,0.0,0.0,0.0,2,1.0,1.8,1.2,1.2,1.4,1.0,1.4,7,3
845,845,2.0,0.0,0.0,0.0,12.0,9.0,4.0,3.0,7.0,9.0,2.0,8.0,0.0,3.0,0.0,0.0,0,2.0,1.6,1.4,1.4,1.1,1.15,1.45,1,0
846,846,0.0,0.0,0.0,0.0,8.0,8.0,2.0,4.0,9.0,16.0,4.0,3.0,2.0,2.0,0.0,0.0,2,2.0,0.6,1.4,0.5,1.8,0.7,2.25,15,8
847,847,2.0,2.0,2.0,1.0,11.0,7.0,4.0,2.0,13.0,25.0,5.0,4.0,2.0,2.0,0.0,0.0,2,0.0,1.6,0.4,1.4,0.7,1.9,1.2,5,18
848,848,4.0,0.0,3.0,0.0,14.0,11.0,5.0,1.0,9.0,5.0,4.0,4.0,0.0,1.0,0.0,0.0,0,0.0,1.4,1.6,1.3,1.7,1.5,1.1,17,4
849,849,1.0,1.0,0.0,0.0,21.0,9.0,7.0,4.0,10.0,16.0,11.0,6.0,1.0,5.0,0.0,0.0,2,2.0,1.0,1.2,1.0,0.9,1.05,1.2,9,2
850,850,0.0,1.0,0.0,1.0,9.0,12.0,1.0,1.0,6.0,15.0,1.0,4.0,1.0,5.0,0.0,1.0,1,1.0,1.8,1.2,1.8,1.1,1.95,1.15,10,16
851,851,1.0,1.0,1.0,1.0,7.0,9.0,2.0,2.0,13.0,7.0,4.0,6.0,3.0,2.0,0.0,0.0,2,2.0,0.8,2.2,0.6,2.0,0.5,1.7,6,20
852,852,1.0,0.0,0.0,0.0,8.0,15.0,5.0,4.0,6.0,12.0,9.0,8.0,3.0,3.0,1.0,0.0,0,2.0,1.6,0.8,1.4,1.2,1.15,1.1,13,12
853,853,0.0,2.0,0.0,2.0,10.0,11.0,4.0,3.0,8.0,17.0,7.0,6.0,2.0,4.0,0.0,0.0,1,1.0,1.4,1.4,1.8,1.3,2.25,1.5,8,17
854,854,2.0,2.0,1.0,2.0,16.0,13.0,5.0,8.0,11.0,3.0,10.0,5.0,1.0,1.0,2.0,0.0,2,1.0,1.4,1.6,1.1,1.4,1.45,1.15,0,13
855,855,0.0,1.0,0.0,0.0,12.0,9.0,6.0,3.0,13.0,15.0,6.0,3.0,4.0,5.0,0.0,0.0,1,2.0,1.2,1.6,1.4,1.4,1.4,1.15,3,1
856,856,2.0,6.0,0.0,2.0,6.0,20.0,2.0,10.0,10.0,7.0,4.0,4.0,2.0,3.0,0.0,0.0,1,1.0,2.2,1.8,2.0,1.2,1.7,1.0,20,7
857,857,1.0,2.0,1.0,1.0,11.0,11.0,4.0,5.0,16.0,11.0,9.0,2.0,3.0,3.0,0.0,0.0,1,2.0,1.2,1.6,1.1,1.4,1.15,1.9,16,5
858,858,3.0,0.0,1.0,0.0,21.0,11.0,8.0,2.0,11.0,11.0,9.0,8.0,0.0,4.0,0.0,0.0,0,0.0,1.2,0.6,0.9,0.5,1.2,0.7,2,15
859,859,1.0,1.0,0.0,0.0,14.0,7.0,5.0,3.0,13.0,15.0,8.0,2.0,2.0,5.0,0.0,0.0,2,2.0,0.4,1.0,0.7,1.0,1.2,1.05,18,9
860,860,3.0,0.0,0.0,0.0,21.0,7.0,7.0,3.0,11.0,13.0,6.0,5.0,0.0,2.0,0.0,0.0,0,2.0,1.6,0.8,1.7,0.6,1.1,0.5,4,6
861,861,2.0,4.0,0.0,2.0,14.0,8.0,4.0,4.0,15.0,14.0,7.0,1.0,6.0,3.0,1.0,0.0,1,1.0,0.8,1.8,1.2,1.8,1.1,1.95,12,10
862,862,4.0,1.0,0.0,0.0,12.0,13.0,7.0,5.0,8.0,13.0,3.0,6.0,0.0,3.0,0.0,1.0,0,2.0,1.6,1.2,1.4,1.1,1.15,1.15,13,16
863,863,0.0,3.0,0.0,1.0,13.0,13.0,5.0,6.0,14.0,16.0,3.0,1.0,2.0,2.0,0.0,0.0,1,1.0,1.8,1.4,1.2,1.8,1.0,2.25,7,8
864,864,4.0,2.0,1.0,0.0,21.0,14.0,8.0,3.0,9.0,11.0,6.0,4.0,3.0,3.0,0.0,0.0,0,0.0,1.4,1.2,1.1,0.9,1.45,1.2,0,2
865,865,1.0,1.0,1.0,1.0,7.0,13.0,4.0,5.0,16.0,10.0,8.0,8.0,2.0,4.0,1.0,1.0,2,2.0,1.6,1.6,1.4,1.4,1.15,1.9,1,5
866,866,2.0,3.0,0.0,2.0,21.0,12.0,6.0,4.0,8.0,21.0,8.0,2.0,1.0,3.0,0.0,0.0,1,1.0,0.8,1.4,0.6,1.3,0.5,1.5,6,17
867,867,1.0,0.0,1.0,0.0,16.0,12.0,5.0,0.0,9.0,13.0,5.0,7.0,2.0,2.0,0.0,0.0,0,0.0,1.0,0.8,1.0,1.2,1.05,1.1,9,12
868,868,2.0,2.0,2.0,2.0,17.0,14.0,7.0,3.0,6.0,8.0,11.0,7.0,0.0,2.0,0.0,0.0,2,2.0,1.8,2.2,1.8,2.0,1.95,1.7,10,20
869,869,1.0,1.0,1.0,1.0,8.0,4.0,5.0,2.0,15.0,22.0,6.0,3.0,2.0,7.0,0.0,0.0,2,2.0,1.2,0.4,1.4,0.7,1.4,1.2,3,18
870,870,1.0,3.0,0.0,2.0,11.0,12.0,1.0,8.0,12.0,13.0,7.0,1.0,3.0,1.0,0.0,0.0,1,1.0,0.6,1.6,0.5,1.7,0.7,1.1,15,4
871,871,2.0,0.0,1.0,0.0,21.0,7.0,13.0,3.0,16.0,9.0,6.0,2.0,1.0,4.0,0.0,0.0,0,0.0,1.4,0.8,1.8,0.6,2.25,0.5,8,6
872,872,2.0,0.0,0.0,0.0,12.0,12.0,3.0,8.0,5.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0,2.0,1.6,1.8,1.7,1.2,1.1,1.0,4,7
873,873,0.0,1.0,0.0,1.0,17.0,10.0,6.0,5.0,9.0,10.0,6.0,9.0,0.0,3.0,0.0,0.0,1,1.0,1.2,1.8,0.9,1.8,1.2,1.95,2,10
874,874,2.0,2.0,0.0,0.0,27.0,10.0,9.0,6.0,13.0,10.0,6.0,3.0,2.0,0.0,0.0,0.0,2,2.0,1.2,1.4,1.1,1.1,1.15,1.45,16,0
875,875,2.0,2.0,1.0,0.0,18.0,13.0,6.0,7.0,16.0,9.0,5.0,3.0,2.0,1.0,0.0,0.0,2,0.0,0.4,1.6,0.7,1.4,1.2,1.15,18,13
876,876,2.0,1.0,0.0,0.0,11.0,12.0,3.0,4.0,9.0,15.0,4.0,4.0,1.0,3.0,0.0,0.0,0,2.0,0.8,1.2,1.2,1.4,1.1,1.4,12,3
877,877,2.0,1.0,0.0,1.0,12.0,14.0,8.0,3.0,9.0,9.0,3.0,9.0,2.0,2.0,0.0,0.0,0,1.0,2.2,1.6,2.0,1.4,1.7,1.15,20,1
878,878,4.0,2.0,0.0,2.0,21.0,11.0,9.0,4.0,18.0,8.0,10.0,2.0,3.0,2.0,1.0,0.0,0,1.0,1.4,0.6,1.3,0.5,1.5,0.7,17,15
879,879,2.0,0.0,2.0,0.0,17.0,10.0,6.0,0.0,13.0,9.0,4.0,1.0,3.0,5.0,0.0,0.0,0,0.0,1.6,1.0,1.4,1.0,1.9,1.05,5,9
880,880,3.0,2.0,1.0,1.0,12.0,10.0,7.0,4.0,18.0,11.0,5.0,4.0,2.0,1.0,0.0,0.0,0,2.0,0.8,1.8,0.6,1.2,0.5,1.0,6,7
881,881,1.0,0.0,0.0,0.0,11.0,13.0,5.0,3.0,6.0,12.0,6.0,7.0,1.0,2.0,0.0,1.0,0,2.0,1.6,1.4,1.4,1.8,1.15,2.25,1,8
882,882,5.0,1.0,2.0,0.0,26.0,9.0,16.0,4.0,5.0,9.0,7.0,3.0,0.0,0.0,0.0,1.0,0,0.0,0.6,2.2,0.5,2.0,0.7,1.7,15,20
883,883,1.0,1.0,0.0,1.0,18.0,11.0,4.0,4.0,8.0,12.0,7.0,6.0,2.0,4.0,0.0,0.0,2,1.0,1.4,1.6,1.1,1.4,1.45,1.9,0,5
884,884,0.0,0.0,0.0,0.0,16.0,14.0,7.0,4.0,13.0,16.0,10.0,4.0,3.0,4.0,1.0,0.0,2,2.0,1.6,1.2,1.4,0.9,1.15,1.2,13,2
885,885,0.0,3.0,0.0,0.0,8.0,11.0,2.0,5.0,13.0,13.0,4.0,3.0,2.0,2.0,0.0,0.0,1,2.0,1.2,1.4,1.4,1.3,1.4,1.5,3,17
886,886,1.0,1.0,0.0,0.0,14.0,9.0,4.0,1.0,15.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0,2,2.0,1.2,0.8,1.1,1.2,1.15,1.1,16,12
887,887,2.0,2.0,1.0,0.0,20.0,21.0,8.0,10.0,14.0,8.0,5.0,6.0,2.0,4.0,0.0,0.0,2,0.0,1.0,1.6,1.0,1.7,1.05,1.1,9,4
888,888,3.0,1.0,3.0,0.0,16.0,16.0,8.0,4.0,9.0,17.0,5.0,5.0,2.0,3.0,0.0,0.0,0,0.0,1.8,0.4,1.8,0.7,1.95,1.2,10,18
889,889,0.0,2.0,0.0,1.0,12.0,11.0,1.0,5.0,9.0,10.0,10.0,4.0,1.0,3.0,0.0,0.0,1,1.0,1.6,1.8,1.7,1.8,1.1,1.95,4,10
890,890,3.0,0.0,2.0,0.0,12.0,5.0,8.0,2.0,12.0,9.0,5.0,3.0,3.0,2.0,0.0,0.0,0,0.0,1.8,0.6,1.2,0.5,1.0,0.7,7,15
