week,date,time,home_team,away_team,home_team_score,away_team_score,home_team_logo,away_team_logo
Week 17,07/12,16:00,KRC Genk,KV Courtrai,,,https://static.sportid.be/images/soccer/teams/racinggenk.png,https://static.sportid.be/images/soccer/teams/kortrijk.png
Week 17,07/12,18:15,KV Malines,FC Bruges,,,https://static.sportid.be/images/soccer/teams/kvmechelen.png,https://static.sportid.be/images/soccer/teams/clubbrugge.png
Week 17,07/12,18:15,Standard,OH Louvain,,,https://static.sportid.be/images/soccer/teams/standard.png,https://static.sportid.be/images/soccer/teams/ohl.png
Week 17,07/12,20:45,La Gantoise,STVV,,,https://static.sportid.be/images/soccer/teams/aagent.png,https://static.sportid.be/images/soccer/teams/sinttruiden.png
Week 17,08/12,13:30,Antwerp,Charleroi,,,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png,https://static.sportid.be/images/soccer/teams/charleroi.png
Week 17,08/12,16:00,Cercle de Bruges,Union SG,,,https://static.sportid.be/images/soccer/teams/cercle_brugge.png,https://static.sportid.be/images/soccer/teams/union_sg.png
Week 17,08/12,18:30,Anderlecht,Beerschot,,,https://static.sportid.be/images/soccer/teams/anderlecht.png,https://static.sportid.be/images/soccer/teams/beerschot.png
Week 17,08/12,19:15,FCV Dender EH,Westerlo,,,https://static.sportid.be/images/soccer/teams/dender.png,https://static.sportid.be/images/soccer/teams/westerlo.png
Week 18,13/12,20:45,KV Malines,Antwerp,,,https://static.sportid.be/images/soccer/teams/kvmechelen.png,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png
Week 18,14/12,16:00,Beerschot,Standard,,,https://static.sportid.be/images/soccer/teams/beerschot.png,https://static.sportid.be/images/soccer/teams/standard.png
Week 18,14/12,18:15,OH Louvain,Charleroi,,,https://static.sportid.be/images/soccer/teams/ohl.png,https://static.sportid.be/images/soccer/teams/charleroi.png
Week 18,14/12,20:45,KV Courtrai,FCV Dender EH,,,https://static.sportid.be/images/soccer/teams/kortrijk.png,https://static.sportid.be/images/soccer/teams/dender.png
Week 18,15/12,13:30,FC Bruges,KRC Genk,,,https://static.sportid.be/images/soccer/teams/clubbrugge.png,https://static.sportid.be/images/soccer/teams/racinggenk.png
Week 18,15/12,16:00,Union SG,Westerlo,,,https://static.sportid.be/images/soccer/teams/union_sg.png,https://static.sportid.be/images/soccer/teams/westerlo.png
Week 18,15/12,18:30,STVV,Anderlecht,,,https://static.sportid.be/images/soccer/teams/sinttruiden.png,https://static.sportid.be/images/soccer/teams/anderlecht.png
Week 18,15/12,19:15,La Gantoise,Cercle de Bruges,,,https://static.sportid.be/images/soccer/teams/aagent.png,https://static.sportid.be/images/soccer/teams/cercle_brugge.png
Week 19,20/12,20:45,Westerlo,KV Malines,,,https://static.sportid.be/images/soccer/teams/westerlo.png,https://static.sportid.be/images/soccer/teams/kvmechelen.png
Week 19,21/12,16:00,Charleroi,STVV,,,https://static.sportid.be/images/soccer/teams/charleroi.png,https://static.sportid.be/images/soccer/teams/sinttruiden.png
Week 19,21/12,18:15,FCV Dender EH,Antwerp,,,https://static.sportid.be/images/soccer/teams/dender.png,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png
Week 19,21/12,20:45,Beerschot,KV Courtrai,,,https://static.sportid.be/images/soccer/teams/beerschot.png,https://static.sportid.be/images/soccer/teams/kortrijk.png
Week 19,22/12,16:00,Standard,La Gantoise,,,https://static.sportid.be/images/soccer/teams/standard.png,https://static.sportid.be/images/soccer/teams/aagent.png
Week 19,22/12,16:00,KRC Genk,Anderlecht,,,https://static.sportid.be/images/soccer/teams/racinggenk.png,https://static.sportid.be/images/soccer/teams/anderlecht.png
Week 19,22/12,18:30,Union SG,FC Bruges,,,https://static.sportid.be/images/soccer/teams/union_sg.png,https://static.sportid.be/images/soccer/teams/clubbrugge.png
Week 19,22/12,19:15,Cercle de Bruges,OH Louvain,,,https://static.sportid.be/images/soccer/teams/cercle_brugge.png,https://static.sportid.be/images/soccer/teams/ohl.png
Week 20,26/12,13:30,Antwerp,KRC Genk,,,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png,https://static.sportid.be/images/soccer/teams/racinggenk.png
Week 20,26/12,16:00,FC Bruges,Westerlo,,,https://static.sportid.be/images/soccer/teams/clubbrugge.png,https://static.sportid.be/images/soccer/teams/westerlo.png
Week 20,26/12,16:00,KV Courtrai,Charleroi,,,https://static.sportid.be/images/soccer/teams/kortrijk.png,https://static.sportid.be/images/soccer/teams/charleroi.png
Week 20,26/12,18:30,KV Malines,Standard,,,https://static.sportid.be/images/soccer/teams/kvmechelen.png,https://static.sportid.be/images/soccer/teams/standard.png
Week 20,26/12,20:45,La Gantoise,Union SG,,,https://static.sportid.be/images/soccer/teams/aagent.png,https://static.sportid.be/images/soccer/teams/union_sg.png
Week 20,27/12,18:30,OH Louvain,Beerschot,,,https://static.sportid.be/images/soccer/teams/ohl.png,https://static.sportid.be/images/soccer/teams/beerschot.png
Week 20,27/12,20:45,STVV,Cercle de Bruges,,,https://static.sportid.be/images/soccer/teams/sinttruiden.png,https://static.sportid.be/images/soccer/teams/cercle_brugge.png
Week 20,27/12,20:45,Anderlecht,FCV Dender EH,,,https://static.sportid.be/images/soccer/teams/anderlecht.png,https://static.sportid.be/images/soccer/teams/dender.png
Week 21,11/01,18:00,Beerschot,Antwerp,,,https://static.sportid.be/images/soccer/teams/beerschot.png,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png
Week 21,11/01,18:00,KRC Genk,OH Louvain,,,https://static.sportid.be/images/soccer/teams/racinggenk.png,https://static.sportid.be/images/soccer/teams/ohl.png
Week 21,11/01,18:00,Standard,KV Courtrai,,,https://static.sportid.be/images/soccer/teams/standard.png,https://static.sportid.be/images/soccer/teams/kortrijk.png
Week 21,11/01,18:00,Westerlo,STVV,,,https://static.sportid.be/images/soccer/teams/westerlo.png,https://static.sportid.be/images/soccer/teams/sinttruiden.png
Week 21,11/01,18:00,Charleroi,Union SG,,,https://static.sportid.be/images/soccer/teams/charleroi.png,https://static.sportid.be/images/soccer/teams/union_sg.png
Week 21,11/01,18:00,Cercle de Bruges,KV Malines,,,https://static.sportid.be/images/soccer/teams/cercle_brugge.png,https://static.sportid.be/images/soccer/teams/kvmechelen.png
Week 21,11/01,18:00,Anderlecht,FC Bruges,,,https://static.sportid.be/images/soccer/teams/anderlecht.png,https://static.sportid.be/images/soccer/teams/clubbrugge.png
Week 21,11/01,18:00,FCV Dender EH,La Gantoise,,,https://static.sportid.be/images/soccer/teams/dender.png,https://static.sportid.be/images/soccer/teams/aagent.png
Week 22,18/01,18:00,La Gantoise,Charleroi,,,https://static.sportid.be/images/soccer/teams/aagent.png,https://static.sportid.be/images/soccer/teams/charleroi.png
Week 22,18/01,18:00,KV Malines,KRC Genk,,,https://static.sportid.be/images/soccer/teams/kvmechelen.png,https://static.sportid.be/images/soccer/teams/racinggenk.png
Week 22,18/01,18:00,KV Courtrai,Anderlecht,,,https://static.sportid.be/images/soccer/teams/kortrijk.png,https://static.sportid.be/images/soccer/teams/anderlecht.png
Week 22,18/01,18:00,Antwerp,Westerlo,,,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png,https://static.sportid.be/images/soccer/teams/westerlo.png
Week 22,18/01,18:00,FC Bruges,Beerschot,,,https://static.sportid.be/images/soccer/teams/clubbrugge.png,https://static.sportid.be/images/soccer/teams/beerschot.png
Week 22,18/01,18:00,FCV Dender EH,Cercle de Bruges,,,https://static.sportid.be/images/soccer/teams/dender.png,https://static.sportid.be/images/soccer/teams/cercle_brugge.png
Week 22,18/01,18:00,STVV,Standard,,,https://static.sportid.be/images/soccer/teams/sinttruiden.png,https://static.sportid.be/images/soccer/teams/standard.png
Week 22,18/01,18:00,Union SG,OH Louvain,,,https://static.sportid.be/images/soccer/teams/union_sg.png,https://static.sportid.be/images/soccer/teams/ohl.png
Week 23,25/01,18:00,Beerschot,Union SG,,,https://static.sportid.be/images/soccer/teams/beerschot.png,https://static.sportid.be/images/soccer/teams/union_sg.png
Week 23,25/01,18:00,Westerlo,KRC Genk,,,https://static.sportid.be/images/soccer/teams/westerlo.png,https://static.sportid.be/images/soccer/teams/racinggenk.png
Week 23,25/01,18:00,Charleroi,Cercle de Bruges,,,https://static.sportid.be/images/soccer/teams/charleroi.png,https://static.sportid.be/images/soccer/teams/cercle_brugge.png
Week 23,25/01,18:00,OH Louvain,La Gantoise,,,https://static.sportid.be/images/soccer/teams/ohl.png,https://static.sportid.be/images/soccer/teams/aagent.png
Week 23,25/01,18:00,FC Bruges,KV Courtrai,,,https://static.sportid.be/images/soccer/teams/clubbrugge.png,https://static.sportid.be/images/soccer/teams/kortrijk.png
Week 23,25/01,18:00,Standard,FCV Dender EH,,,https://static.sportid.be/images/soccer/teams/standard.png,https://static.sportid.be/images/soccer/teams/dender.png
Week 23,25/01,18:00,STVV,Antwerp,,,https://static.sportid.be/images/soccer/teams/sinttruiden.png,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png
Week 23,25/01,18:00,Anderlecht,KV Malines,,,https://static.sportid.be/images/soccer/teams/anderlecht.png,https://static.sportid.be/images/soccer/teams/kvmechelen.png
Week 24,01/02,18:00,La Gantoise,Anderlecht,,,https://static.sportid.be/images/soccer/teams/aagent.png,https://static.sportid.be/images/soccer/teams/anderlecht.png
Week 24,01/02,18:00,KRC Genk,Beerschot,,,https://static.sportid.be/images/soccer/teams/racinggenk.png,https://static.sportid.be/images/soccer/teams/beerschot.png
Week 24,01/02,18:00,Union SG,STVV,,,https://static.sportid.be/images/soccer/teams/union_sg.png,https://static.sportid.be/images/soccer/teams/sinttruiden.png
Week 24,01/02,18:00,KV Courtrai,Westerlo,,,https://static.sportid.be/images/soccer/teams/kortrijk.png,https://static.sportid.be/images/soccer/teams/westerlo.png
Week 24,01/02,18:00,Antwerp,FC Bruges,,,https://static.sportid.be/images/soccer/teams/rafc_logo_01.png,https://static.sportid.be/images/soccer/teams/clubbrugge.png
